Sector,Orbit,Orbit_Start,Orbit_End,Camera,Cam_RA,Cam_Dec,Cam_Roll,ID
67.0,142.0,60147.42013888889,60153.90277777778,2,262.17,48.51,80.69,142.0_2
67.0,142.0,60147.42013888889,60153.90277777778,3,274.36,71.85,249.88,142.0_3
67.0,142.0,60147.42013888889,60153.90277777778,4,33.61,80.77,131.93,142.0_4
68.0,143.0,60154.11111111111,60161.27777777778,1,278.93,-3.64,94.65,143.0_1
68.0,143.0,60154.11111111111,60161.27777777778,2,276.91,20.28,94.95,143.0_2
68.0,143.0,60154.11111111111,60161.27777777778,3,274.11,44.17,276.48,143.0_3
68.0,143.0,60154.11111111111,60161.27777777778,4,267.10,67.88,282.42,143.0_4
68.0,143.0,60161.48611111111,60167.77777777778,1,278.93,-3.64,94.65,143.0_1
68.0,143.0,60161.48611111111,60167.77777777778,2,276.91,20.28,94.95,143.0_2
68.0,143.0,60161.48611111111,60167.77777777778,3,274.11,44.17,276.48,143.0_3
68.0,143.0,60161.48611111111,60167.77777777778,4,267.10,67.88,282.42,143.0_4
68.0,144.0,60167.98611111111,60174.53125,1,302.54,-0.09,104.02,144.0_1
68.0,144.0,60167.98611111111,60174.53125,2,296.39,23.16,105.27,144.0_2
68.0,144.0,60167.98611111111,60174.53125,3,287.51,46.06,290.43,144.0_3
68.0,144.0,60167.98611111111,60174.53125,4,265.96,67.26,308.80,144.0_4
68.0,144.0,60174.697916666664,60181.645833333336,1,302.54,-0.09,104.02,144.0_1
68.0,144.0,60174.697916666664,60181.645833333336,2,296.39,23.16,105.27,144.0_2
68.0,144.0,60174.697916666664,60181.645833333336,3,287.51,46.06,290.43,144.0_3
68.0,144.0,60174.697916666664,60181.645833333336,4,265.96,67.26,308.80,144.0_4
69.0,145.0,60181.854166666664,60187.69097222222,1,325.16,6.78,111.16,145.0_1
69.0,145.0,60181.854166666664,60187.69097222222,2,315.49,28.98,114.19,145.0_2
69.0,145.0,60181.854166666664,60187.69097222222,3,300.44,50.10,303.97,145.0_3
69.0,145.0,60181.854166666664,60187.69097222222,4,265.65,66.52,334.11,145.0_4
69.0,145.0,60187.899305555555,60194.5,1,325.16,6.78,111.16,145.0_1
69.0,145.0,60187.899305555555,60194.5,2,315.49,28.98,114.19,145.0_2
69.0,145.0,60187.899305555555,60194.5,3,300.44,50.10,303.97,145.0_3
69.0,145.0,60187.899305555555,60194.5,4,265.65,66.52,334.11,145.0_4
69.0,146.0,60194.708333333336,60201.020833333336,1,347.50,15.88,115.23,146.0_1
69.0,146.0,60194.708333333336,60201.020833333336,2,334.93,37.15,120.95,146.0_2
69.0,146.0,60194.708333333336,60201.020833333336,3,312.93,56.07,317.26,146.0_3
69.0,146.0,60194.708333333336,60201.020833333336,4,266.16,65.80,358.80,146.0_4
69.0,146.0,60201.229166666664,60207.645833333336,1,347.50,15.88,115.23,146.0_1
69.0,146.0,60201.229166666664,60207.645833333336,2,334.93,37.15,120.95,146.0_2
69.0,146.0,60201.229166666664,60207.645833333336,3,312.93,56.07,317.26,146.0_3
69.0,146.0,60201.229166666664,60207.645833333336,4,266.16,65.80,358.80,146.0_4
70.0,147.0,60207.854166666664,60214.052083333336,1,10.83,25.92,115.38,147.0_1
70.0,147.0,60207.854166666664,60214.052083333336,2,356.05,46.88,124.33,147.0_2
70.0,147.0,60207.854166666664,60214.052083333336,3,324.89,63.69,330.42,147.0_3
70.0,147.0,60207.854166666664,60214.052083333336,4,267.35,65.21,23.13,147.0_4
70.0,147.0,60214.260416666664,60220.631944444445,1,10.83,25.92,115.38,147.0_1
70.0,147.0,60214.260416666664,60220.631944444445,2,356.05,46.88,124.33,147.0_2
70.0,147.0,60214.260416666664,60220.631944444445,3,324.89,63.69,330.42,147.0_3
70.0,147.0,60214.260416666664,60220.631944444445,4,267.35,65.21,23.13,147.0_4
70.0,148.0,60220.84027777778,60226.947916666664,1,36.93,35.22,110.61,148.0_1
70.0,148.0,60220.84027777778,60226.947916666664,2,21.73,56.92,121.79,148.0_2
70.0,148.0,60220.84027777778,60226.947916666664,3,336.01,72.58,343.89,148.0_3
70.0,148.0,60220.84027777778,60226.947916666664,4,269.00,64.88,47.35,148.0_4
70.0,148.0,60227.15625,60233.34375,1,36.93,35.22,110.61,148.0_1
70.0,148.0,60227.15625,60233.34375,2,21.73,56.92,121.79,148.0_2
70.0,148.0,60227.15625,60233.34375,3,336.01,72.58,343.89,148.0_3
70.0,148.0,60227.15625,60233.34375,4,269.00,64.88,47.35,148.0_4
71.0,149.0,60233.53472222222,60240.0,1,67.71,41.60,100.11,149.0_1
71.0,149.0,60233.53472222222,60240.0,2,58.01,64.95,108.06,149.0_2
71.0,149.0,60233.53472222222,60240.0,3,344.13,82.46,0.33,149.0_3
71.0,149.0,60233.53472222222,60240.0,4,270.86,64.87,72.00,149.0_4
71.0,149.0,60240.208333333336,60246.51388888889,1,67.71,41.60,100.11,149.0_1
71.0,149.0,60240.208333333336,60246.51388888889,2,58.01,64.95,108.06,149.0_2
71.0,149.0,60240.208333333336,60246.51388888889,3,344.13,82.46,0.33,149.0_3
71.0,149.0,60240.208333333336,60246.51388888889,4,270.86,64.87,72.00,149.0_4
71.0,150.0,60246.72222222222,60252.87847222222,1,100.37,3.53,266.55,150.0_1
71.0,150.0,60246.72222222222,60252.87847222222,2,98.87,-20.42,266.32,150.0_2
71.0,150.0,60246.72222222222,60252.87847222222,3,96.78,-44.36,85.18,150.0_3
71.0,150.0,60246.72222222222,60252.87847222222,4,91.49,-68.20,80.68,150.0_4
71.0,150.0,60253.086805555555,60259.475694444445,1,100.37,3.53,266.55,150.0_1
71.0,150.0,60253.086805555555,60259.475694444445,2,98.87,-20.42,266.32,150.0_2
71.0,150.0,60253.086805555555,60259.475694444445,3,96.78,-44.36,85.18,150.0_3
71.0,150.0,60253.086805555555,60259.475694444445,4,91.49,-68.20,80.68,150.0_4
72.0,151.0,60259.68402777778,60265.854166666664,1,126.72,-0.95,256.29,151.0_1
72.0,151.0,60259.68402777778,60265.854166666664,2,120.65,-24.22,254.94,151.0_2
72.0,151.0,60259.68402777778,60265.854166666664,3,111.71,-47.13,69.61,151.0_3
72.0,151.0,60259.68402777778,60265.854166666664,4,89.21,-68.27,50.20,151.0_4
72.0,151.0,60266.0625,60272.506944444445,1,126.72,-0.95,256.29,151.0_1
72.0,151.0,60266.0625,60272.506944444445,2,120.65,-24.22,254.94,151.0_2
72.0,151.0,60266.0625,60272.506944444445,3,111.71,-47.13,69.61,151.0_3
72.0,151.0,60266.0625,60272.506944444445,4,89.21,-68.27,50.20,151.0_4
72.0,152.0,60272.71527777778,60278.833333333336,1,152.50,-9.59,248.92,152.0_1
72.0,152.0,60272.71527777778,60278.833333333336,2,142.60,-31.76,245.35,152.0_2
72.0,152.0,60272.71527777778,60278.833333333336,3,126.35,-52.67,54.20,152.0_3
72.0,152.0,60272.71527777778,60278.833333333336,4,87.14,-67.89,19.54,152.0_4
72.0,152.0,60279.041666666664,60285.09027777778,1,152.50,-9.59,248.92,152.0_1
72.0,152.0,60279.041666666664,60285.09027777778,2,142.60,-31.76,245.35,152.0_2
72.0,152.0,60279.041666666664,60285.09027777778,3,126.35,-52.67,54.20,152.0_3
72.0,152.0,60279.041666666664,60285.09027777778,4,87.14,-67.89,19.54,152.0_4
73.0,153.0,60285.29861111111,60291.774305555555,1,177.81,-20.39,245.96,153.0_1
73.0,153.0,60285.29861111111,60291.774305555555,2,164.97,-41.80,239.19,153.0_2
73.0,153.0,60285.29861111111,60291.774305555555,3,140.04,-60.38,39.42,153.0_3
73.0,153.0,60285.29861111111,60291.774305555555,4,85.89,-67.19,350.07,153.0_4
73.0,153.0,60291.98263888889,60298.447916666664,1,177.81,-20.39,245.96,153.0_1
73.0,153.0,60291.98263888889,60298.447916666664,2,164.97,-41.80,239.19,153.0_2
73.0,153.0,60291.98263888889,60298.447916666664,3,140.04,-60.38,39.42,153.0_3
73.0,153.0,60291.98263888889,60298.447916666664,4,85.89,-67.19,350.07,153.0_4
73.0,154.0,60298.65625,60305.48263888889,1,192.45,-4.72,337.56,154.0_1
73.0,154.0,60298.65625,60305.48263888889,2,215.17,-13.30,341.17,154.0_2
73.0,154.0,60298.65625,60305.48263888889,3,239.32,-19.75,168.14,154.0_3
73.0,154.0,60298.65625,60305.48263888889,4,264.90,-22.79,177.56,154.0_4
73.0,154.0,60305.69097222222,60312.15625,1,192.45,-4.72,337.56,154.0_1
73.0,154.0,60305.69097222222,60312.15625,2,215.17,-13.30,341.17,154.0_2
73.0,154.0,60305.69097222222,60312.15625,3,239.32,-19.75,168.14,154.0_3
73.0,154.0,60305.69097222222,60312.15625,4,264.90,-22.79,177.56,154.0_4
74.0,155.0,60312.364583333336,60318.76388888889,1,274.03,-22.82,2.01,155.0_1
74.0,155.0,60312.364583333336,60318.76388888889,2,299.65,-19.95,11.49,155.0_2
74.0,155.0,60312.364583333336,60318.76388888889,3,323.86,-13.62,198.59,155.0_3
74.0,155.0,60312.364583333336,60318.76388888889,4,346.64,-5.11,202.36,155.0_4
74.0,155.0,60318.97222222222,60325.354166666664,1,274.03,-22.82,2.01,155.0_1
74.0,155.0,60318.97222222222,60325.354166666664,2,299.65,-19.95,11.49,155.0_2
74.0,155.0,60318.97222222222,60325.354166666664,3,323.86,-13.62,198.59,155.0_3
74.0,155.0,60318.97222222222,60325.354166666664,4,346.64,-5.11,202.36,155.0_4
74.0,156.0,60325.5625,60332.45486111111,1,264.64,-42.87,268.64,156.0_1
74.0,156.0,60325.5625,60332.45486111111,2,263.24,-66.85,267.47,156.0_2
74.0,156.0,60325.5625,60332.45486111111,3,134.32,-88.68,318.76,156.0_3
74.0,156.0,60325.5625,60332.45486111111,4,87.71,-65.11,272.37,156.0_4
74.0,156.0,60332.62152777778,60339.07638888889,1,264.64,-42.87,268.64,156.0_1
74.0,156.0,60332.62152777778,60339.07638888889,2,263.24,-66.85,267.47,156.0_2
74.0,156.0,60332.62152777778,60339.07638888889,3,134.32,-88.68,318.76,156.0_3
74.0,156.0,60332.62152777778,60339.07638888889,4,87.71,-65.11,272.37,156.0_4
75.0,157.0,60339.28472222222,60345.68402777778,1,296.31,-41.07,281.68,157.0_1
75.0,157.0,60339.28472222222,60345.68402777778,2,307.21,-64.22,290.54,157.0_2
75.0,157.0,60339.28472222222,60345.68402777778,3,16.35,-81.22,177.80,157.0_3
75.0,157.0,60339.28472222222,60345.68402777778,4,89.37,-64.85,248.96,157.0_4
75.0,157.0,60345.89236111111,60353.0625,1,296.31,-41.07,281.68,157.0_1
75.0,157.0,60345.89236111111,60353.0625,2,307.21,-64.22,290.54,157.0_2
75.0,157.0,60345.89236111111,60353.0625,3,16.35,-81.22,177.80,157.0_3
75.0,157.0,60345.89236111111,60353.0625,4,89.37,-64.85,248.96,157.0_4
75.0,158.0,60353.270833333336,60359.62847222222,1,324.78,-34.71,291.06,158.0_1
75.0,158.0,60353.270833333336,60359.62847222222,2,340.07,-56.33,302.20,158.0_2
75.0,158.0,60353.270833333336,60359.62847222222,3,24.63,-72.01,163.04,158.0_3
75.0,158.0,60353.270833333336,60359.62847222222,4,91.11,-64.89,225.87,158.0_4
75.0,158.0,60359.836805555555,60366.989583333336,1,324.78,-34.71,291.06,158.0_1
75.0,158.0,60359.836805555555,60366.989583333336,2,340.07,-56.33,302.20,158.0_2
75.0,158.0,60359.836805555555,60366.989583333336,3,24.63,-72.01,163.04,158.0_3
75.0,158.0,60359.836805555555,60366.989583333336,4,91.11,-64.89,225.87,158.0_4
76.0,159.0,60367.197916666664,60373.59027777778,1,349.91,-25.62,295.45,159.0_1
76.0,159.0,60367.197916666664,60373.59027777778,2,4.64,-46.57,304.30,159.0_2
76.0,159.0,60367.197916666664,60373.59027777778,3,35.47,-63.43,150.02,159.0_3
76.0,159.0,60367.197916666664,60373.59027777778,4,92.70,-65.23,202.40,159.0_4
76.0,159.0,60373.79861111111,60380.89236111111,1,349.91,-25.62,295.45,159.0_1
76.0,159.0,60373.79861111111,60380.89236111111,2,4.64,-46.57,304.30,159.0_2
76.0,159.0,60373.79861111111,60380.89236111111,3,35.47,-63.43,150.02,159.0_3
76.0,159.0,60373.79861111111,60380.89236111111,4,92.70,-65.23,202.40,159.0_4
